hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
3658, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
3659, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
3660, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
3661, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
3662, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
3663, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
3664, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
3665, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
3666, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
3667, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
3668, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
3669, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
3670, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
3671, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
3672, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
3673, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
3674, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
3675, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
3676, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
3677, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
3678, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
3679, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
3680, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
3681, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
3682, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
3683, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
3684, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
3685, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
3686, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
3687, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
3688, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
3689, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
3690, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
3691, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
3692, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
3693, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
3694, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
3695, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
3696, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
3697, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
3698, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
3699, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
3700, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
3701, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
3702, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
3703, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
3704, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
3705, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
3706, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
3707, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
3708, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
3709, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
3710, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
3711, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
3712, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
3713, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
3714, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
3715, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
3716, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
3717, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
3718, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
3719, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
3720, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
3721, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
3722, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
3723, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
3724, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
3725, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
3726, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
3727, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
3728, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
3729, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
3730, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
3731, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
3732, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
3733, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
3734, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
3735, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
3736, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
3737, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
3738, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
3739, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
3740, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
3741, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
3742, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
3743, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
3744, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
3745, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
3746, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
3747, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
3748, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
3749, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
3750, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
3751, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
3752, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
3753, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
3754, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
3755, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
3756, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
3757, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
3758, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
3759, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
3760, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
3761, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
3762, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
3763, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
3764, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
3765, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
3766, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
3767, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
3768, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
3769, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
3770, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
3771, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
3772, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
3773, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
3774, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
3775, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
3776, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
3777, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
3778, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
3779, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
3780, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
3781, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
3782, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
3783, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
3784, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
3785, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
3786, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
3787, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
3788, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
3789, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
3790, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
3791, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
3792, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
3793, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
3794, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
3795, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
3796, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
3797, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
3798, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
3799, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
3800, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
3801, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
3802, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
3803, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
3804, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
3805, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
3806, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
3807, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
3808, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
3809, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
3810, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
3811, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
3812, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
3813, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
3814, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
3815, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
3816, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
3817, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
3818, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
3819, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
3820, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
3821, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
3822, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
3823, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
3824, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
3825, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
3826, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
3827, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
3828, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
3829, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
3830, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
3831, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
3832, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
3833, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
3834, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
3835, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
3836, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
3837, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
3838, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
3839, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
3840, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
3841, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
3842, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
3843, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
3844, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
3845, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
3846, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
3847, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
3848, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
3849, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
3850, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
3851, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
3852, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
3853, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
3854, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
3855, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
3856, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
3857, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
3858, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
3859, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
3860, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
3861, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
3862, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
3863, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
3864, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
3865, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
3866, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
3867, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
3868, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
3869, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
3870, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
3871, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
3872, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
3873, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
3874, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
3875, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
3876, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
3877, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
3878, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
3879, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
3880, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
3881, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
3882, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
3883, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
3884, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
3885, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
3886, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
3887, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
3888, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
3889, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
3890, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
3891, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
3892, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
3893, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
3894, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
3895, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
3896, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
3897, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
3898, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
3899, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
3900, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
3901, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
3902, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
3903, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
3904, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
3905, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
3906, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
3907, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
3908, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
3909, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
3910, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
3911, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
3912, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
3913, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
3914, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
3915, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
3916, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
3917, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
3918, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
3919, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
3920, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
3921, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
3922, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
3923, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
3924, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
3925, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
3926, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
3927, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
3928, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
3929, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
3930, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
3931, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
3932, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
3933, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
3934, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
3935, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
3936, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
3937, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
3938, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
3939, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
3940, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
3941, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
3942, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
3943, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
3944, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
3945, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
3946, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
3947, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
3948, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
3949, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
3950, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
3951, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
3952, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
3953, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
3954, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
3955, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
3956, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
3957, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
3958, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
3959, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
3960, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
3961, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
3962, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
3963, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
3964, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
3965, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
3966, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
3967, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
3968, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
3969, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
3970, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
3971, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
3972, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
3973, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
3974, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
3975, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
3976, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
3977, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
3978, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
3979, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
3980, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
3981, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
3982, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
3983, 0.00000, 1166.42, 439.219, 776.13, 243.142, 953.316, 293.01
3984, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
3985, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
3986, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
3987, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
3988, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
3989, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
3990, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
3991, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
3992, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
3993, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
3994, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
3995, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
3996, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
3997, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
3998, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
3999, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
4000, 0.00000, 1394.17, 588.516, 935.044, 352.51, 1150.15, 414.824
4001, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
4002, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
